CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;A009;A010;A010_05;A011;A011_07;A012;A012_01;A012_02;A012_03;A012_04;A012_05;A012_06;A012_07;A012_08;A012_09;A012_09a;A014;B003;B003_01;B003_02;B003_03;B003_04;B003_05;B003_06;B003_07;B003_07a;B004;B005_01;B006;B007_01;B008;B008_01;B008_02;B008_03;B008_04;B008_05;B008_06;B008_06a;B009;B009_01;B010;B015;B015_01;B015_02;B015_03;B015_04;B015_05;B015_06;B015_07;B015_08;B011;B011_03;B012;B013;B013_01;B016_CN;B016x01;B016x11;B016x12;B016x13;B016x02;B016x21;B016x22;C001;C001_01;C001_02;C001_03;C001_04;C001_05;C001_06;C001_07;C001_08;C001_08a;C001_09;C002;C002_01;C002_02;C002_03;C002_04;C002_05;C002_06;C002_07;C002_08;C002_08a;C002_09;C003;C003_01;C003_02;C003_03;C003_04;C003_05;C003_06;C003_07;C003_08;C003_09;C003_09a;C003_10;C004;C004_01;C004_02;C004_03;C004_04;C004_05;C004_05a;C004_06;C005;C005_01;C006;C006_01;C006_02;C006_03;C006_04;C006_05;C006_06;C006_07;C006_08;C006_08a;C006_09;C007_01;D008;D002;D001_01;D003;D004_01;D005_01;D006_01;D007;;;;;;;;;;;;;;;;;;;;;;;;
1611;;;base;interview;02.09.2019 11:18;276;1;;2;;1;1;1;2;1;1;1;1;1;1;;4;3;1;2;2;2;1;1;1;;2;;1;;5;2;2;2;2;2;1;;3;;2;;;;;;;;;;;;;1;Microsoft Excel;;;;;;;;;3;1;2;2;1;1;1;1;2;We stroe the data on workgroup server, backed up to the university server;1;5;2;2;2;2;2;1;1;1;;1;1;1;1;1;1;1;1;1;2;1;;1;1;2;1;1;1;1;;1;2;;1;2;1;1;1;1;1;1;1;;1;For comparison with measurements on another instrument;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1612;;;base;interview;02.09.2019 11:20;276;1;;3;;2;2;1;1;1;2;1;1;1;1;;1;1;1;2;1;1;1;1;1;;2;;1;;4;2;2;2;1;1;2;I delete with caution simulation data that is guaranteed to not matter in the future.;2;;1;1;1;1;1;1;1;2;1;1;1;;4;1;a .txt file. :(;1;1;1;1;1;2;2;1;3;2;1;2;1;1;2;1;1;;1;3;1;2;2;2;1;1;1;1;;1;2;1;1;2;2;1;1;1;1;1;;1;1;1;1;1;2;1;;1;2;;2;1;1;1;1;1;2;2;1;;1;;1;1;;2;;Nothing up to now.;All is fine.;1;;;;;;;;;;;;;;;;;;;;;;;;
1613;;;base;interview;02.09.2019 11:23;276;1;;3;;1;2;1;1;1;1;1;1;1;1;;1;4;2;1;2;2;2;1;1;;2;;1;;3;2;2;2;1;1;1;;2;;1;4;1;2;2;1;2;2;1;1;1;;5;2;;1;2;1;1;2;1;1;1;2;2;2;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;;1;1;1;1;1;1;1;1;1;2;1;;1;1;1;1;1;2;1;;1;1;ICSD, Pearson, JCPDS;2;1;2;1;2;1;1;1;1;;1;Correlate findings from syntheses to known phases;1;1;;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
1614;;;base;interview;02.09.2019 11:34;276;1;;3;;1;2;1;1;1;1;1;1;1;1;;2;4;2;1;2;2;2;1;1;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1615;;;base;interview;02.09.2019 11:58;276;2;;8;;1;1;1;1;1;1;1;1;1;2;Analytical Chemistry;6;1;1;1;1;1;1;1;2;chromatography data;2;;1;;1;1;1;1;2;1;1;;1;10 years;2;;;;;;;;;;;;;2;;;;;;;;;;1;1;2;1;1;1;1;1;1;;1;1;1;2;1;1;1;1;1;1;;1;2;1;1;2;2;1;1;1;1;1;;1;1;1;1;1;2;1;;1;2;;2;1;1;1;1;2;2;1;1;;1;;1;1;;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
1616;;;base;interview;02.09.2019 12:11;276;1;;3;;1;1;1;1;1;2;1;1;1;1;;1;1;1;2;1;1;1;1;1;;2;;1;;1;1;1;1;2;1;1;;1;10 years;2;;;;;;;;;;;;;3;;;;;;;;;;4;2;2;2;2;1;1;1;1;;1;3;1;2;1;2;2;1;1;1;;1;1;1;1;1;1;1;1;1;2;1;;1;1;1;1;1;2;1;;1;2;;1;1;1;1;1;1;1;2;1;;1;;1;1;;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
1619;;;base;interview;02.09.2019 12:45;276;1;;2;;1;1;2;1;1;1;1;1;1;1;;9;3;2;1;2;1;2;1;1;;1;IR Spectra;2;Print IR Spectrum (peaks are assigned), Post these peaks in the Supporting Information File;1;1;1;1;2;1;1;;2;;2;;;;;;;;;;;;;2;;;;;;;;;;3;2;2;1;1;2;1;1;1;;1;1;1;2;1;1;1;1;1;1;;1;3;1;2;1;2;2;1;1;1;1;;1;2;2;2;1;1;1;;1;2;;2;2;1;2;1;1;1;1;1;;1;To check if the own Data matches the reported NMR spectrum;1;1;;2;;stricter rules;sorting/categorizing of Data;2;;;;;;;;;;;;;;;;;;;;;;;;
1620;;;base;interview;02.09.2019 12:46;276;1;;8;;1;1;1;1;1;1;1;1;2;1;;7;4;2;1;2;2;2;1;1;;2;;2;MS data derived from the core facility is often printed (but digital versions do exist) and used as confirmation of successful synthesis. Similarly, NMR spectra are often printed after analysis. Both examples are not from my own research but students.;2;1;1;1;2;2;1;;1;Rules exist, but are not enforced (thereby we lack consistency);1;4;2;2;2;1;2;1;1;1;1;;3;2;;1;1;1;1;1;2;2;1;5;1;2;2;2;2;1;2;1;;1;1;1;2;1;1;1;1;1;1;;1;4;1;1;2;2;1;2;2;1;1;;1;2;2;2;1;1;1;;1;1;many! GEO, PDB, CCDB, ProteomeXchange, ENA;1;1;1;1;2;1;1;1;1;;1;Re-interpretation of published data;1;1;;1;Leibnitz Rechenzentrum;Support from superiors. Financial support.;Integration of multiple data sources into one storage system;2;;;;;;;;;;;;;;;;;;;;;;;;
1622;;;base;interview;02.09.2019 15:54;276;1;;3;;1;1;2;1;1;1;1;1;1;1;;2;4;2;2;2;1;2;1;1;;2;;1;;4;2;2;2;2;1;1;;3;;1;4;2;1;2;2;2;1;1;1;2;;2;1;Word;1;2;1;1;1;1;1;1;3;1;2;1;2;1;2;1;1;;1;1;1;2;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;2;1;;1;1;1;1;1;2;1;;1;2;;1;1;1;1;1;1;1;1;1;;2;;1;1;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
1623;;;base;interview;02.09.2019 15:59;276;1;;4;;1;1;2;1;1;1;1;1;1;1;;9;2;2;1;2;1;1;1;1;;1;"manual lab journal, experimental observation (chemistry)
later transfered to electronic document";1;;1;1;1;1;2;1;1;;2;;3;;;;;;;;;;;;;1;OneNote;;;;;;;;;2;1;2;1;2;1;1;1;1;;1;4;2;2;1;2;2;1;1;1;;1;1;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;2;1;;1;2;;2;2;1;2;1;1;1;1;1;;1;As base for further synthesis, i use procedures from supplementary information;1;1;;2;;online course ;-;1;;;;;;;;;;;;;;;;;;;;;;;;
1624;;;base;interview;02.09.2019 16:02;276;1;;8;;3;1;2;2;1;1;1;1;1;2;Analytical Chemistry;4;1;1;1;2;1;1;1;1;;2;;2;manual analysis of spectroscopic data and software assisted assignment;3;2;2;2;1;1;1;;3;;1;3;1;1;2;1;2;2;1;1;1;;3;2;;1;1;1;1;1;2;2;1;3;2;2;1;2;1;1;1;1;;1;1;1;2;1;1;1;1;1;1;;1;1;1;2;1;1;1;1;1;1;1;;1;1;2;1;1;1;1;;1;2;;1;1;1;2;1;1;1;1;1;;1;to follow and to  reproduce experimental procedures;1;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1625;;;base;interview;02.09.2019 16:26;276;1;;1;;4;1;2;2;1;1;1;1;2;2;Analytical Chemistry;8;5;1;2;2;2;2;1;2;Kalorimetry, Binding assays, Chromatography;2;;2;"Analysis of protein gel electrophoresis => Determination of molecular weight, estimation of intensity of bands.

";4;2;2;2;2;1;1;;1;All data should be backed-up to a RAID fileserver;2;;;;;;;;;;;;;2;;;;;;;;;;3;2;2;1;1;1;1;2;1;;1;4;1;2;2;2;1;2;1;1;;1;4;1;1;2;2;1;2;2;1;1;;1;2;2;2;1;1;1;;1;1;PDB, BMRB, NIST-Webbook, SDBS, CSD;1;1;1;1;2;1;1;1;1;;1;To build on structural data and spectroscopic data of proteins and small molecules. E.g. transfer NMR assignments, plan mutations, etc.;1;1;;1;PDB, BMRB => Obviously, this does not apply to all data generated in my research;"Making data searchable; format conversion";Germany- or Europe-wide repository on spectroscopic parameters of molecule incl. raw data.;1;;;;;;;;;;;;;;;;;;;;;;;;
1626;;;base;interview;02.09.2019 16:32;276;1;;2;;1;1;1;1;1;1;1;1;2;1;;4;4;1;2;2;2;1;1;2;Digital images;1;Reading values from instruments that don't have computer interface, noting in the lab book or on a piece of paper, transfer to the digital lab book on the same day.;1;;4;2;2;2;2;1;1;;1;All data should be archived on a file server;1;4;2;1;2;1;2;2;1;1;1;;2;1;Benchling.com;2;2;1;2;2;1;1;1;3;2;2;1;2;1;1;1;1;;1;5;2;2;2;2;2;1;1;1;;1;4;2;1;2;2;1;1;2;1;1;;1;1;2;1;1;1;1;;1;2;;3;2;2;2;1;1;1;1;1;;1;To compare the old data with new data on similar topic or similar method.;1;1;;1;Dropbox, E-Mail, researchgate.net;More free or affordable databases for samples or data, electronic lab book services;Efficient sample database, more structured data storage;1;;;;;;;;;;;;;;;;;;;;;;;;
1627;;;base;interview;02.09.2019 17:32;276;2;;1;;2;1;1;2;1;1;1;2;1;1;;4;2;1;1;1;2;1;2;1;;2;;1;;4;2;2;2;2;1;1;;2;;1;5;2;2;2;1;2;2;1;1;1;;1;2;;1;1;1;1;1;2;2;1;4;2;1;1;2;2;2;1;1;;1;3;1;2;2;2;1;1;1;1;;1;3;1;2;2;2;1;1;1;1;1;;1;1;2;1;1;1;1;;1;2;;3;2;2;2;1;1;1;1;1;;1;comparison to former results;1;1;;2;;see 27;software tools and standardization, electronic lab books;2;;;;;;;;;;;;;;;;;;;;;;;;
1628;;;base;interview;02.09.2019 18:01;826;1;;1;;1;2;1;1;1;1;1;1;1;1;;8;5;2;1;2;2;2;2;1;;1;mass spectra;1;;1;1;1;1;2;1;1;;1;data management plan;1;4;2;2;1;1;2;2;1;1;3;a mixture of both;1;2;;1;1;1;1;1;2;2;1;2;1;2;2;1;1;1;1;1;;1;4;1;2;2;2;1;2;1;1;;1;3;1;1;2;2;1;1;2;1;1;;1;1;1;2;1;1;1;;1;1;csd, pdb;1;1;1;1;1;1;1;2;1;;1;;1;3;;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
1631;;;base;interview;02.09.2019 19:07;276;1;;3;;1;2;1;1;1;1;1;1;1;1;;5;4;2;1;2;1;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1632;;;base;interview;03.09.2019 06:57;276;1;;8;;1;1;1;1;1;1;1;1;1;2;Analytical chemistry;7;2;2;1;2;1;1;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1633;;;base;interview;03.09.2019 08:34;233;1;;8;;1;1;1;1;1;1;1;1;1;2;Analytical chemistry;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1637;;;base;interview;03.09.2019 10:57;276;2;;2;;5;2;2;2;1;1;1;2;1;2;colloidal chemistry;3;3;2;1;2;2;1;1;1;;1;"pH-degree from a pH paper.
solubility of a substrate in a solvent.
color change of a mixture by time or at high temperatures .
time and temperature  for collected samples during reaction to study the changes inside the reaction at certain temperature after certain time.
weights of samples.";1;;4;2;2;2;2;1;1;;3;;3;;;;;;;;;;;;;3;;;;;;;;;;3;2;2;2;1;1;1;1;1;;1;2;1;2;1;2;1;1;1;1;;1;1;1;1;1;1;1;1;1;2;1;;1;1;2;1;1;1;1;;1;2;;1;1;1;1;1;1;1;1;1;;2;;1;3;;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
1642;;;base;interview;03.09.2019 11:38;276;1;;3;;1;1;2;1;1;1;1;1;1;1;;9;3;2;1;2;1;2;1;1;;1;Melting Points, Boiling Points, Retention Factor on thin layer chromatography.;2;NMR: Shifts can be exported from the processing software, but the J coupling constant may not be auto-recognized correctly but must be determined manually and then entered together with the assignment.;4;2;2;2;2;1;1;;1;Not overly specific, but all data has to be stored on servers and CDs so that they can be reassessed at any time after the person collecting them has left;1;4;1;2;2;1;2;2;1;1;3;Both answers apply, sample names are added manually, methods and dates are recorded by all machines;2;2;;1;2;1;2;1;1;1;1;3;1;2;1;1;2;1;1;2;Lab notebooks must be scanned but also kept as hard copy in a mini library;1;2;1;1;1;1;1;1;2;2;I am the only person working on the project;1;1;1;1;1;1;1;1;1;2;1;;1;1;2;1;1;1;1;;1;1;experimental sections of papers;1;1;1;1;1;1;1;2;1;;1;;1;1;;1;University IT service provides servers and protected cloud space;;all data should have the same raw format and more machines should be connected to the server in the first place rather than storing them manually later on, bit this is a software problem. Many of our machines are quite old, working very well, but cannot be run with up to date linux/windows systems.;2;;;;;;;;;;;;;;;;;;;;;;;;
1643;;;base;interview;03.09.2019 11:40;276;1;;3;;1;1;1;1;1;2;1;1;1;1;;3;1;1;2;1;1;1;1;1;;2;;1;;1;1;1;1;2;1;1;;1;everything is archived automatically every day;2;;;;;;;;;;;;;3;;;;;;;;;;1;1;1;2;1;1;1;1;1;;1;2;1;2;1;1;1;1;1;2;within we are all able to access each others directories;1;3;1;1;2;2;1;1;2;1;1;;1;1;2;1;1;1;1;;1;2;;1;1;1;1;1;1;1;1;1;;2;;1;1;;1;LRZ;;;2;;;;;;;;;;;;;;;;;;;;;;;;
1644;;;base;interview;03.09.2019 11:45;276;1;;3;;1;1;1;2;1;1;1;1;1;1;;9;2;1;2;2;1;1;1;1;;2;;1;;4;2;2;2;2;1;1;;2;;2;;;;;;;;;;;;;2;;;;;;;;;;3;1;2;2;1;1;2;1;1;;1;3;1;2;2;2;1;1;1;1;;1;2;1;1;2;2;1;1;1;1;1;;1;1;1;1;1;2;1;;1;2;;2;1;1;1;1;2;1;1;2;Data was not available ;1;Test own processing ideas;1;2;Missing support and missing helpful software solutions. Available stuff doesn’t help but makes it more complicated;1;LOGS Protocol.io;Software and Workshops. Online use case examples. Flexible software that is Save (own Server but data redundant);Implementation of meta data;1;;;;;;;;;;;;;;;;;;;;;;;;
1645;;;base;interview;03.09.2019 12:07;276;1;;3;;2;2;2;1;1;1;1;1;1;1;;2;4;2;1;2;1;2;1;2;Nitrogen Sorption;1;Reaction planning, calculating starting materials --> on Paper , then in Excel ;1;;3;2;2;2;1;1;1;;1;raw data served continually on central server, at the end of PhD archiving of all processed/analyzed data on central server;1;3;2;2;1;1;1;1;2;1;1;;3;2;;1;1;1;1;1;2;1;2;3;1;2;1;2;2;1;1;1;;1;1;1;2;1;1;1;1;1;1;;1;2;1;1;1;2;1;1;2;1;1;;1;1;1;1;1;2;1;;1;1;Cambridge Structural Database;2;1;2;2;1;1;1;1;1;;1;Synthesis of catalysts, ligands, modification of materials;1;1;;1;Chemotion, Sciformation;ELN;;2;;;;;;;;;;;;;;;;;;;;;;;;
1647;;;base;interview;03.09.2019 12:26;276;2;;3;;2;2;1;1;1;1;1;2;1;1;;9;4;2;2;2;2;1;1;1;;2;;1;;1;1;1;1;2;1;1;;1;Mainly for published data;2;;;;;;;;;;;;;1;Sciformation;;;;;;;;;2;2;2;1;1;1;1;1;1;;1;3;2;1;2;2;1;1;1;1;;1;2;1;1;2;2;1;1;1;1;1;;1;1;2;1;1;1;1;;1;2;;2;2;1;2;1;1;1;1;1;;1;Evaluation of own data, base for new projects;1;1;;1;Owncloud;;;2;;;;;;;;;;;;;;;;;;;;;;;;
1648;;;base;interview;03.09.2019 13:07;276;1;;3;;1;2;1;1;1;1;1;1;1;1;;3;5;2;2;2;1;2;2;1;;1;laboratory journal: Discription of synthesis, yields, observations, etc.;2;2D NMR Spectra;1;1;1;2;1;1;1;;3;;1;2;1;2;1;1;2;1;1;1;1;;3;2;;1;1;1;1;1;2;2;1;2;1;2;1;2;1;1;1;1;;1;1;1;2;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;2;1;;1;2;;2;2;1;2;1;1;1;1;1;;1;inspiration for own synthesis, coparison with my own results;1;1;;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
1649;;;base;interview;03.09.2019 13:10;276;1;;1;;1;1;2;1;1;1;1;1;1;1;;8;3;2;1;2;1;2;1;1;;2;;1;;1;1;1;1;2;1;1;;2;;1;3;2;2;2;1;1;1;1;1;1;;1;2;;1;2;1;2;1;1;1;1;3;2;1;1;2;2;1;1;1;;1;2;1;1;1;2;2;1;1;1;;1;3;1;1;1;2;2;1;2;1;1;;1;2;1;2;2;1;1;;1;1;SciFinder;2;1;2;2;1;1;1;1;1;;1;Comparison of scientific results and to find new correlations;1;1;;2;;Local IT service;UnreadabiliTy of old data by non-supporting software updates of companies such as Microsoft.;2;;;;;;;;;;;;;;;;;;;;;;;;
1650;;;base;interview;03.09.2019 14:12;276;6;;3;;2;1;2;2;1;1;1;1;1;1;;4;2;1;2;2;1;1;1;1;;2;;1;;1;1;1;1;2;1;1;;2;;1;6;2;2;2;2;2;2;1;1;1;;1;1;LOGS;1;1;1;1;1;2;2;1;4;2;2;1;2;2;1;1;1;;1;4;2;2;1;2;2;1;1;1;;1;1;1;1;1;1;2;1;1;1;1;;1;1;2;1;1;1;1;;1;2;;2;2;1;2;1;1;1;1;1;;1;To evaluate and learn about the methods used in the paper;1;1;;2;;Easily accessible software to manage and catalogue the research data;The used formats for data storage;2;;;;;;;;;;;;;;;;;;;;;;;;
1654;;;base;interview;04.09.2019 07:12;276;3;;3;;2;1;2;1;1;1;1;2;1;1;;5;4;2;1;2;2;2;1;1;;1;"data from computerscreen; manually taken notes";3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1655;;;base;interview;04.09.2019 11:03;276;1;;1;;1;1;1;1;1;1;2;1;1;1;;6;3;2;1;2;1;1;1;2;Data from biochemical and biological assays;2;;2;Assignment and interpretation of NMR spectra;1;1;1;1;2;1;1;;1;Unified format for spectroscopic and assay data of target compounds ;2;;;;;;;;;;;;;2;;;;;;;;;;3;2;1;2;2;1;1;1;1;;1;2;1;2;1;2;1;1;1;1;;1;2;1;1;1;2;1;1;2;1;1;;1;1;2;1;1;1;1;;1;2;;1;1;1;1;1;1;1;2;1;;1;;1;1;;2;;Electronic lab book;Electronic lab book planned, more unified approach for archiving spectroscopic data;2;;;;;;;;;;;;;;;;;;;;;;;;
1656;;;base;interview;04.09.2019 15:34;276;1;;3;;2;2;1;1;1;1;1;2;1;1;;4;4;2;1;2;2;2;1;1;;2;;1;;1;1;1;1;2;1;1;;1;Has to be safed in online cloud and on a physical data storage device;1;6;2;2;2;1;2;2;2;1;1;;2;1;Atlassian Confluence;1;1;1;1;1;2;2;1;5;2;2;1;2;2;2;1;1;;1;4;2;2;2;1;2;1;1;1;;1;1;1;1;1;1;1;1;2;1;1;;1;3;2;2;2;1;1;;1;1;RCSB PDB;2;2;1;1;2;1;1;1;1;;1;;1;1;;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
1657;;;base;interview;04.09.2019 16:27;276;1;;3;;3;1;1;2;1;1;1;2;2;1;;1;3;1;2;2;2;1;1;1;;2;;1;;2;2;1;2;1;1;1;;1;Storage place and format is defined, but not the folder names, organization structure, date of storage;1;5;2;2;2;2;2;1;1;1;1;;1;2;;1;1;1;1;1;2;2;1;4;2;2;2;1;1;2;1;1;;1;4;1;2;2;2;1;2;1;1;;1;2;1;1;2;2;1;1;1;1;1;;1;1;1;1;1;2;1;;1;2;;3;2;1;1;1;1;2;2;1;;1;To compare my results;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1666;;;base;interview;05.09.2019 14:16;276;1;;3;;1;1;1;2;1;1;1;1;1;1;;2;2;1;2;2;1;1;1;1;;2;;1;;1;1;1;1;2;1;1;;2;;2;;;;;;;;;;;;;2;;;;;;;;;;1;1;2;1;1;1;1;1;1;;1;3;1;2;2;2;1;1;1;1;;1;1;1;1;1;2;1;1;1;1;1;;1;1;1;1;1;2;1;;1;2;;1;2;1;1;1;1;1;1;1;;1;To compare them with my own data;1;1;;1;LOGS;;data order;2;;;;;;;;;;;;;;;;;;;;;;;;
1667;;;base;interview;05.09.2019 16:36;276;1;;1;;1;1;1;1;1;1;2;1;1;1;;5;4;2;1;2;1;2;1;2;Various bioassays;1;Melting points, IR, GC-MS, HPLC;2;"Data analyses are mainly performed digitally but the lack of compatibility of the output formats of proprietary (and often relatively old) devices with the fomats used  by the office computer necessitates manual transfer, e.g. for publication.

Moreover, MS data  from our mass department is still provided in paper form. ";2;2;1;2;1;1;1;;2;;2;;;;;;;;;;;;;2;;;;;;;;;;3;2;2;1;2;1;1;1;1;;1;3;1;2;1;2;2;1;1;1;;1;3;1;1;2;2;1;1;2;1;1;;1;1;2;1;1;1;1;;1;2;;2;2;1;2;1;1;1;1;1;;1;Screening data to identify hits, Xray data (from the PDB);1;2;Currently, there is no consistent and accessible digital infrastructure for this purpose available at our institution. Consequently, data management is more of a patchwork that is handled by each group individually. Unfortunately, I was also not able to set up a consistent digital infrastructure for my group for time reasons so far. ;2;;"A consistent data managment/archiving infrastructure should be provided by the university;  courses and workshops on lab data mangement would be highly welcome.";"ELN; data achiving and long term storage; data accessibility/sharing within the group/institute";2;;;;;;;;;;;;;;;;;;;;;;;;
1672;;;base;interview;06.09.2019 09:08;276;1;;8;;4;2;2;1;1;1;1;2;2;1;;5;1;1;1;2;1;1;1;1;;2;;2;No program to really easy assign spectra in NMR (at least it is not the one used for running spectrometers);1;1;1;1;2;1;1;;2;;2;;;;;;;;;;;;;2;;;;;;;;;;3;2;1;1;2;1;2;1;1;;1;4;1;2;2;2;2;1;1;1;;1;5;1;2;2;2;2;1;2;1;1;;1;1;2;1;1;1;1;;1;2;;4;2;2;2;1;2;1;1;1;;1;similar topic;1;1;;2;;see above;automatic backups, saving assignment ;2;;;;;;;;;;;;;;;;;;;;;;;;
1673;;;base;interview;06.09.2019 11:16;276;1;;8;;1;1;2;1;1;1;1;1;1;1;;5;1;1;1;2;1;1;1;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1674;;;base;interview;06.09.2019 11:50;276;1;;8;;1;1;1;1;1;1;1;1;1;2;Medicinal Chemistry;5;4;2;2;2;1;2;1;1;;1;;2;pencil and ruler;2;1;2;2;1;1;1;;1;all raw data  and the analyzed data are archived;3;;;;;;;;;;;;;2;;;;;;;;;;3;2;2;1;1;2;1;1;1;;1;3;1;2;1;1;2;2;1;1;;1;3;1;1;1;2;2;1;1;1;2;print-out;1;1;2;1;1;1;1;;1;2;;3;2;2;2;1;1;1;1;1;;1;;2;-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1675;;;base;interview;06.09.2019 13:02;276;1;;3;;2;1;2;1;1;1;1;1;1;2;Catalysis;4;2;2;1;2;1;1;1;1;;2;;2;Collecting data from balances and other devices in the lab;4;2;2;2;2;1;1;;1;My supervision made a list how to archive data ;2;;;;;;;;;;;;;2;;;;;;;;;;2;1;2;1;2;1;1;1;1;;1;2;1;2;1;1;1;1;1;2;external hard drive;1;3;1;2;1;2;1;1;2;1;1;;1;1;2;1;1;1;1;;1;2;;4;2;2;2;1;2;1;1;1;;1;;1;2;;2;;tools for data archives and analyzing data, ELN, dissemination, training;Most of collected data is not structured which make it difficult to find and use (FAIR principles should be used!);1;;;;;;;;;;;;;;;;;;;;;;;;
1680;;;base;interview;06.09.2019 18:23;276;1;;3;;1;1;2;1;1;1;1;1;1;1;;4;2;2;1;2;1;1;1;1;;3;;2;Refraction, Rf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1683;;;base;interview;06.09.2019 18:35;276;1;;1;;1;1;1;1;1;1;2;1;1;1;;8;4;1;1;2;2;2;1;2;various;1;Data from weighing in of substances that are later processed into formulations. ;2;Calculation of derived values (e.g. normalized data) from analytical results.;4;2;2;2;1;2;1;;1;Very general rules on archiving of raw and processed data;1;4;2;1;2;1;2;2;1;1;1;;1;2;;1;1;1;1;1;2;2;1;2;1;1;1;2;2;1;1;1;;1;2;1;2;1;2;1;1;1;1;;1;1;1;1;1;2;1;1;1;1;1;;1;1;2;1;1;1;1;;1;2;;2;2;2;1;1;1;1;1;1;;1;Usually data was shared within a collaborative project.;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1684;;;base;interview;06.09.2019 18:37;276;1;;3;;1;1;2;1;1;1;1;1;1;1;;9;3;2;1;2;1;2;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1685;;;base;interview;06.09.2019 18:39;276;1;;3;;1;1;1;2;1;1;1;1;1;1;;4;4;1;1;2;2;2;1;2;Scattering data;2;;2;#NAME?;4;2;2;2;2;1;1;;2;;2;;;;;;;;;;;;;2;;;;;;;;;;6;2;2;2;1;1;2;2;2;Privat storage;1;5;1;2;2;2;2;2;1;1;;1;4;1;1;2;2;1;2;2;1;1;;1;1;2;1;1;1;1;;1;2;;2;2;2;1;1;1;1;1;1;;1;if someone already have measured this system for which I want to have some information or data;1;1;;1;AFS, TubCloud;;;1;;;;;;;;;;;;;;;;;;;;;;;;
1688;;;base;interview;06.09.2019 21:33;276;1;;1;;1;2;1;1;1;1;1;1;1;1;;5;4;2;1;2;1;2;1;2;Computational data;1;Lab procedures;1;;4;2;2;2;2;1;1;;1;Everything has to be saved in specific folders on the server;2;;;;;;;;;;;;;2;;;;;;;;;;2;1;2;1;2;1;1;1;1;;1;2;1;2;1;2;1;1;1;1;;1;3;1;1;1;2;2;1;2;1;1;;1;1;2;1;1;1;1;;1;2;;1;1;1;1;1;1;1;2;1;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
